class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,f,s,y,?,?,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
p,x,?,w,t,p,?,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,s,y,t,l,f,w,n,w,t,b,s,s,w,w,p,w,?,p,n,v,d
?,b,y,w,t,a,f,c,b,n,e,c,?,s,w,w,p,w,o,?,k,s,g
?,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
e,?,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g
?,x,f,w,f,n,f,w,b,n,t,e,s,s,?,w,p,w,o,e,n,s,g
e,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,?
p,x,y,w,t,p,f,c,?,n,e,e,s,s,w,w,?,w,o,p,n,v,g
e,x,y,y,t,l,f,c,b,n,e,c,s,s,w,?,p,w,o,p,k,s,g
e,?,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,?,s,y,t,a,f,c,b,g,?,c,s,s,w,w,p,w,o,?,n,n,g
?,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,s,y,t,a,f,w,n,?,t,b,s,s,w,w,p,w,o,p,?,v,d
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,f,w,t,l,f,w,?,n,t,b,s,s,w,w,p,?,o,p,?,v,d
e,f,s,w,t,l,f,w,n,w,t,?,s,s,w,w,p,w,o,?,n,v,d
e,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,?,?,o,p,?,s,m
e,?,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
e,b,y,y,?,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,?,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
e,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,?,?,o,p,k,n,g
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
p,x,y,n,t,p,f,c,n,n,e,e,?,s,w,w,p,w,o,p,n,v,u
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
p,x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,?,k,v,u
e,b,s,w,?,l,f,c,b,n,e,c,s,s,?,w,p,w,o,p,k,s,m
?,b,y,y,?,l,f,c,b,w,e,c,s,s,w,?,p,w,o,p,n,n,m
e,b,y,y,t,a,f,c,b,?,e,c,s,s,w,w,p,w,o,p,?,s,g
e,x,y,?,t,?,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,?,t,n,f,c,?,p,t,b,s,s,p,w,p,w,o,p,k,?,d
e,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g
e,b,s,y,t,l,f,c,?,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,f,g,f,?,f,c,?,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,y,n,t,l,f,c,?,n,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,?,p,w,o,p,k,n,g
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,?,o,p,k,s,m
e,f,f,?,t,a,f,w,?,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,?,y,y,t,l,?,c,b,g,e,c,s,s,?,w,p,w,o,p,n,s,?
e,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
?,x,f,y,t,l,f,w,n,n,t,b,s,s,?,w,p,w,o,p,n,v,d
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,?,o,p,n,?,m
e,f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,f,n,f,n,f,c,n,g,e,e,?,s,w,w,p,w,o,p,n,y,u
e,?,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,?,o,p,n,s,p
e,b,y,w,t,a,f,c,b,k,e,c,s,s,w,?,p,w,o,p,n,s,g
e,b,s,y,t,a,f,?,b,k,e,c,s,s,?,w,p,w,o,p,k,s,m
e,x,y,y,t,?,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p
e,s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
?,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,?,o,p,k,s,u
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,?,o,p,n,s,?
e,x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
e,x,?,n,f,n,?,w,b,?,t,e,f,f,w,w,p,w,o,e,k,a,g
e,f,s,n,f,n,f,w,b,?,t,e,f,s,w,w,p,w,o,e,k,a,g
e,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,s,y,?,a,f,c,b,w,e,c,s,s,w,w,p,w,?,p,k,n,g
e,f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,?,n,s,p
e,x,f,y,t,a,?,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,?,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,?,n,s,g
e,f,y,n,t,l,f,c,b,?,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,s,y,t,a,f,c,?,?,e,c,s,s,w,w,p,w,o,p,k,s,m
e,s,f,n,f,n,f,c,n,?,e,e,s,s,w,w,p,w,o,p,n,y,u
e,x,s,w,t,a,f,?,?,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,s,w,?,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
e,s,f,n,f,n,f,c,n,k,e,e,?,s,w,w,p,w,o,p,k,y,u
e,b,y,y,t,l,f,c,b,n,?,c,s,s,w,w,p,w,o,?,n,n,m
e,x,y,y,t,?,f,c,?,k,e,c,s,s,w,w,p,w,o,?,n,n,g
e,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
p,x,y,n,?,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,s,w,f,n,?,w,b,k,t,e,f,s,w,w,p,w,o,?,n,s,g
e,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,?,s,m
e,b,s,w,t,a,f,c,b,g,e,c,?,s,w,w,p,w,o,p,n,n,g
e,x,f,n,t,n,f,c,b,n,t,b,?,s,g,w,p,?,o,p,n,y,d
p,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,?,w,o,p,n,s,u
e,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,?,p,k,y,p
e,x,s,n,f,n,f,w,?,n,t,e,s,s,w,w,p,w,o,e,k,a,g
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,?,s,y,t,a,f,c,b,n,e,?,s,s,w,w,p,w,o,p,n,s,m
e,?,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,b,y,w,t,a,f,?,b,n,e,?,?,?,w,w,?,w,o,p,n,n,g
e,x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,y,n,t,a,f,c,b,w,e,r,s,y,?,w,?,w,o,?,k,s,g
e,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,?,o,e,n,a,g
e,x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,?,o,p,n,n,m
e,x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
p,x,s,n,t,p,f,c,n,p,e,e,s,s,w,?,p,w,o,p,n,s,u
e,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,b,y,w,t,a,f,c,b,n,e,c,s,s,?,?,p,w,o,p,k,n,m
p,x,y,n,t,p,f,c,n,?,e,e,s,s,w,w,p,w,o,p,n,v,u
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,?,t,l,f,c,?,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,y,y,t,l,f,?,b,n,e,c,s,s,w,w,p,?,o,p,k,s,m
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,s,?,t,a,f,c,b,g,e,c,s,s,w,w,?,w,o,p,n,s,m
e,x,?,w,t,a,f,?,b,g,e,?,s,s,w,w,p,w,o,p,k,s,g
e,x,y,n,t,l,f,c,b,w,e,r,s,y,?,w,p,w,o,p,?,y,p
e,x,s,w,t,a,f,c,?,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,n,f,n,f,w,b,n,?,e,f,f,w,w,p,?,o,e,k,s,g
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
p,x,y,n,t,p,f,c,n,k,?,e,s,s,w,w,p,w,o,p,k,v,g
e,b,y,?,t,a,f,c,b,w,e,c,s,s,w,?,p,w,o,p,n,n,g
e,x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
p,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,y,y,t,?,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,?,y,w,t,l,f,c,b,n,e,c,s,s,?,w,p,w,o,p,k,s,g
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
p,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,?,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,?
e,?,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,?,m
e,?,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,?,a,g
e,f,f,g,f,n,f,c,n,n,e,?,s,s,w,w,p,w,o,p,n,v,u
e,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
e,b,s,?,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,b,s,y,t,l,?,c,b,w,e,c,s,?,w,w,p,w,o,p,k,s,g
e,f,?,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,?,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,?,p,k,n,m
e,x,f,y,t,a,?,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,b,?,y,t,l,f,?,?,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,y,n,t,a,f,c,b,p,e,r,s,y,w,?,p,w,o,p,n,y,p
e,x,?,w,t,l,f,c,b,n,e,c,?,s,w,w,p,w,o,p,k,s,m
e,x,y,?,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,?,p,?,y,p
e,?,y,w,t,l,f,c,b,n,e,c,s,s,?,?,p,w,o,p,k,n,m
?,x,s,y,t,l,f,?,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,y,n,t,l,?,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g
?,x,s,w,t,l,?,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,f,y,n,t,?,f,?,b,n,e,r,s,y,w,w,p,w,o,p,k,s,?
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,?,s,?
e,?,s,w,t,l,f,c,b,g,e,c,s,s,?,w,?,w,?,p,k,n,g
e,b,s,y,t,l,?,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,?
e,x,?,y,t,l,f,w,n,?,t,b,s,s,w,?,p,w,o,?,n,v,d
e,b,s,w,t,l,f,?,b,g,e,c,s,s,w,w,p,w,o,p,?,n,m
e,x,s,g,?,n,f,w,b,h,t,e,s,f,w,w,p,w,o,?,k,a,g
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,b,s,y,t,l,f,c,b,w,e,c,s,?,w,w,p,w,o,p,k,s,m
e,f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,s,?,t,a,f,c,b,?,e,c,s,s,w,w,p,w,o,p,n,s,m
e,f,y,y,t,?,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
e,b,s,w,t,?,f,c,b,g,e,c,s,s,w,?,p,w,o,p,k,s,g
e,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,?
e,x,f,n,f,n,f,?,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,?,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
e,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,b,y,y,?,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,f,y,y,t,?,f,?,b,?,e,r,s,y,?,w,p,w,o,p,n,?,p
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,?,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,f,f,w,t,a,f,w,n,n,t,b,s,s,?,w,p,w,o,p,?,v,d
e,s,f,g,?,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,?,n,v,d
e,f,f,g,f,n,f,c,n,k,e,e,?,s,w,w,p,w,o,p,k,y,?
e,x,f,n,f,n,f,c,n,p,e,?,s,s,w,w,p,w,o,p,n,y,u
e,b,y,w,t,a,f,?,b,?,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,?
e,b,y,y,t,a,f,c,b,k,e,c,s,s,?,w,p,w,o,p,k,s,m
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,?,p,w,o,p,k,s,g
e,f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u
e,f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,p,?,?,p,n,v,d
e,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,?,p,?,y,g
e,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
e,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
e,f,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
p,f,s,n,t,p,?,c,n,p,e,e,s,s,?,w,p,w,o,p,n,s,g
p,x,s,n,t,p,f,c,n,k,e,?,s,s,w,w,p,w,o,p,n,v,u
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,y,y,?,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
?,f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
e,?,y,n,t,a,f,c,b,?,?,r,s,y,w,w,p,w,o,p,n,s,g
e,?,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,?,g
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,?,w,o,p,k,n,m
e,?,s,y,t,?,f,c,b,w,e,c,s,?,w,w,p,?,o,p,n,n,g
e,b,y,y,?,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,?,o,p,k,n,?
e,b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
?,b,y,y,t,a,f,c,b,w,e,c,s,s,?,w,p,w,o,p,n,s,g
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
?,?,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,?,n,s,g
e,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,?,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,g,f,n,?,c,n,p,e,e,s,s,w,w,p,w,o,p,?,v,?
e,f,f,n,f,n,?,c,n,k,e,e,s,s,w,w,?,w,o,p,n,y,u
e,b,y,y,t,a,f,c,b,k,e,c,?,s,w,w,p,w,o,p,?,s,g
e,x,f,w,t,?,f,w,n,n,t,b,?,s,w,w,p,w,o,p,u,v,d
e,s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,?,v,u
e,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,?,v,u
e,x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,?,n,a,g
?,x,y,n,?,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
e,b,s,y,t,a,f,c,b,k,e,?,s,s,w,w,p,w,o,p,k,n,g
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,?,s,g
e,x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,s,w,t,l,?,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,?,s,g
e,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
p,x,s,n,t,?,f,c,n,n,e,e,s,s,w,w,p,w,?,p,n,s,u
e,f,f,g,f,n,f,c,n,n,e,?,s,s,w,w,p,w,o,p,k,y,u
e,b,s,y,t,l,f,c,b,w,e,c,s,s,?,w,p,w,o,p,n,s,g
e,f,y,n,t,a,f,c,b,w,e,r,?,y,w,w,p,w,o,p,n,s,p
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,f,n,f,n,f,c,n,k,e,e,s,?,w,w,p,w,o,p,k,y,u
e,f,y,y,t,?,f,c,b,w,e,r,s,y,w,w,p,w,o,?,n,y,p
e,x,y,n,t,a,f,c,b,n,e,?,?,y,w,w,p,w,o,p,n,y,p
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,?,?,s,g
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
p,f,s,n,t,p,f,?,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,w,f,n,?,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
?,b,y,w,t,a,f,c,b,k,e,c,s,?,w,w,p,w,o,p,k,s,m
e,s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,f,s,w,?,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,y,t,a,f,c,b,n,e,?,s,s,w,w,p,w,o,p,k,s,m
e,f,f,g,f,?,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
p,x,y,w,t,p,f,?,n,n,?,e,s,s,w,w,p,w,o,p,n,s,g
e,?,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g
e,f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,s,w,t,a,f,c,b,w,e,c,s,s,w,?,p,w,o,p,k,s,m
e,b,?,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,f,f,g,f,n,f,?,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,?,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,?,w,o,p,n,y,u
e,x,?,?,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,?
e,f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,?,p,n,v,d
e,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
e,f,y,y,?,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
p,x,y,n,t,p,f,c,n,k,e,e,?,s,w,w,p,w,o,p,k,v,u
e,x,f,w,t,l,f,w,?,w,t,b,s,s,w,w,p,w,?,p,u,v,d
e,x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,?,k,n,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
?,b,s,y,t,a,f,c,b,g,e,c,s,s,w,?,p,w,o,p,?,s,g
e,x,s,y,t,a,f,w,n,w,t,b,s,s,w,?,p,w,o,p,u,v,d
e,x,s,y,t,a,f,w,n,n,?,b,s,s,w,w,p,w,o,p,u,v,d
e,x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,?,w,o,e,k,s,g
e,b,s,w,t,a,f,c,?,w,e,c,s,s,w,w,p,w,o,p,n,s,m
p,x,y,w,t,p,f,c,n,w,e,e,?,s,w,w,p,w,o,p,k,v,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
p,x,s,?,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
e,b,y,?,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,?,k,n,m
e,f,?,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,?,v,d
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,?,y,n,t,a,f,c,b,w,?,r,s,y,w,w,p,w,o,p,n,y,g
e,?,s,y,t,l,?,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,f,n,f,n,f,c,n,?,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,s,y,?,l,f,c,b,n,?,c,s,s,w,w,p,w,o,p,n,s,g
e,x,y,y,t,l,f,c,b,w,e,r,s,y,?,w,p,w,o,p,n,y,g
?,x,s,n,t,p,f,c,n,w,e,e,s,?,w,w,p,w,o,p,n,s,g
e,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,?,m
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,?,?,g
e,x,y,y,t,a,f,?,b,n,e,r,s,y,w,w,p,w,o,?,n,y,g
e,f,y,y,t,a,f,c,b,w,e,r,s,?,w,w,p,w,o,p,k,s,g
e,x,y,w,t,a,f,c,b,k,e,c,s,?,w,w,p,w,o,p,n,s,m
e,s,f,g,f,n,f,c,n,g,e,?,?,s,w,w,p,w,o,p,k,v,u
e,f,f,n,f,n,f,c,n,n,e,e,s,s,?,w,p,w,o,p,k,y,u
e,s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,y,w,?,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,s,g,f,n,f,w,b,?,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,y,y,t,?,f,c,b,g,e,?,s,s,w,w,p,w,o,p,k,s,g
p,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,s,n,t,p,f,c,n,p,?,e,s,s,w,w,p,w,o,p,k,v,u
e,b,s,y,t,l,f,c,b,n,e,c,s,?,w,w,p,w,o,p,k,n,m
e,b,y,w,t,l,f,c,b,g,e,c,s,?,w,w,p,w,o,p,k,s,m
p,x,?,w,t,p,?,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
